"search-number","evaluation","number_of_agents*","number_of_opinion_dimensions*","model*","boundary_mean*","set-seed?*","boundary_distribution*","conformity_mean*","conformity_distribution*","boundary_std*","network_type*","scale_free_degree*","scale_free_selection-mu*","scale_free_selection-sigma*","scale_free_selection-distribution*","media_house_distribution*","number_of_media_houses*","media_house_distribution_normal_mean*","media_house_distribution_normal_std*","opinion_distribution*","opinion_mean*","opinion_std*","save_end_sim_data*","endsimdirectory*","use_media_influence_factor?*","media_influence_factor*","silence_alpha*","silence_tau*","silence_delta0*","classify_proponents_by_boundary?*","use_silence?*","fitness","num-replicates","best-fitness-so-far"
"1","36","1000","1","""HK""","0.16","false","""normal""","1","""constant""","0.2","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","30","0.10000000000000009","0.5","""normal""","-0.9","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","0","4","-0.29999999999999993","true","true","0.2700071181337809","2","0.1132416555271043"
"1","38","1000","1","""HK""","0.21000000000000002","false","""normal""","1","""constant""","0.4","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","35","0.9000000000000001","0.9","""normal""","0.7000000000000002","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.5","1","6","-0.3999999999999999","true","true","0.45793846315770914","2","0.1132416555271043"
"1","40","1000","1","""HK""","0.15000000000000002","false","""normal""","1","""constant""","0","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","30","-0.29999999999999993","0.5","""normal""","-0.7","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.5","0.6000000000000001","3","0","true","true","0.444646390482547","2","0.1132416555271043"
"1","42","1000","1","""HK""","0.02","false","""normal""","1","""constant""","0.5","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","40","0.9000000000000001","0.30000000000000004","""normal""","-0.8","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.8","0.7000000000000001","0","-0.5","true","true","0.29077726706212526","2","0.1132416555271043"
"1","44","1000","1","""HK""","0.29000000000000004","false","""normal""","1","""constant""","0.1","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","35","-0.8","0.1","""normal""","-0.7","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.8","0.1","3","-1","true","true","0.4243928848587396","2","0.1132416555271043"
"1","46","1000","1","""HK""","0.24000000000000002","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","0","0.6000000000000001","0.1","""normal""","-0.8","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.1","5","-0.09999999999999998","true","true","0.31693847879632786","2","0.1132416555271043"
"1","48","1000","1","""HK""","0.23","false","""normal""","1","""constant""","0.5","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","50","0.30000000000000004","1","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.9","0.5","6","0.10000000000000009","true","true","0.3527141629467735","2","0.1132416555271043"
"1","50","1000","1","""HK""","0.25","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","0","1","0.4","""normal""","-0.29999999999999993","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.4","5","0.10000000000000009","true","true","0.45967855937194657","2","0.1132416555271043"
"1","52","1000","1","""HK""","0.12","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","15","0.5","0.8","""normal""","-0.6","0.2","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.5","1","10","-0.5","true","true","0.3421231114366553","2","0.1132416555271043"
"1","54","1000","1","""HK""","0.21000000000000002","false","""normal""","1","""constant""","0.2","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","10","0.40000000000000013","0.6000000000000001","""normal""","-0.8","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.9","0.1","9","1","true","true","0.6244209956587164","2","0.1132416555271043"
"1","56","1000","1","""HK""","0.23","false","""normal""","1","""constant""","0.2","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","30","-0.8","0.6000000000000001","""normal""","-0.5","0.4","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.5","8","0.20000000000000018","true","true","0.3534150201677392","2","0.1132416555271043"
"1","58","1000","1","""HK""","0.09","false","""normal""","1","""constant""","0.2","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","5","0.5","0.6000000000000001","""normal""","0","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","1","0.30000000000000004","3","-0.8","true","true","0.35570401506738125","2","0.1132416555271043"
"1","60","1000","1","""HK""","0.27","false","""normal""","1","""constant""","0.4","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","10","0.9000000000000001","0.2","""normal""","-0.8","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.30000000000000004","7","-0.19999999999999996","true","true","0.47621153115926934","2","0.1132416555271043"
"1","62","1000","1","""HK""","0.26","false","""normal""","1","""constant""","0","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","0","0.6000000000000001","0.1","""normal""","-0.8","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.1","5","-0.09999999999999998","true","true","0.6208163485820641","2","0.1132416555271043"
"1","64","1000","1","""HK""","0.03","false","""normal""","1","""constant""","0.2","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","40","0.5","0.1","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.9","0","-0.09999999999999998","true","true","0.18195375265004649","2","0.1132416555271043"
"1","66","1000","1","""HK""","0.02","false","""normal""","1","""constant""","0.5","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","50","0.30000000000000004","1","""normal""","0","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.9","0.5","7","0.10000000000000009","true","true","0.320966672938817","2","0.1132416555271043"
"1","68","1000","1","""HK""","0.04","false","""normal""","1","""constant""","0.5","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","40","0.9000000000000001","0.30000000000000004","""normal""","-0.8","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.9","0.5","8","0.20000000000000018","true","true","0.2803916677574244","2","0.1132416555271043"
"1","70","1000","1","""HK""","0.22","false","""normal""","1","""constant""","0.30000000000000004","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","15","0.6000000000000001","0.6000000000000001","""normal""","-1","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.30000000000000004","3","0.20000000000000018","true","true","0.26158658852499816","2","0.1132416555271043"
"1","72","1000","1","""HK""","0.02","false","""normal""","1","""constant""","0.5","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","50","1","0.2","""normal""","0","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.9","7","0.6000000000000001","true","true","0.17333161312671114","2","0.1132416555271043"
"1","74","1000","1","""HK""","0.06999999999999999","false","""normal""","1","""constant""","0.30000000000000004","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","15","0.9000000000000001","0.4","""normal""","-1","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.30000000000000004","3","0.10000000000000009","true","true","0.22129049913909093","2","0.1132416555271043"
"1","76","1000","1","""HK""","0.02","false","""normal""","1","""constant""","0.2","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","40","0.5","0.1","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.30000000000000004","3","0.20000000000000018","true","true","0.1894114572423169","2","0.1132416555271043"
"1","78","1000","1","""HK""","0.06999999999999999","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","15","0","0.8","""normal""","-0.6","0.2","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.5","1","10","-0.5","true","true","0.3401948151693315","2","0.1132416555271043"
"1","80","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.29999999999999993","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.30000000000000004","1","9","0.8","true","true","0.12404315132574176","2","0.1132416555271043"
"1","82","1000","1","""HK""","0.02","false","""normal""","1","""constant""","0.4","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","40","0.9000000000000001","0.1","""normal""","-0.8","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.9","0.5","3","0.20000000000000018","true","true","0.29938334522367904","2","0.1132416555271043"
"1","84","1000","1","""HK""","0.06999999999999999","false","""normal""","1","""constant""","0.2","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","40","0.5","0.1","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.9","0","-0.6","true","true","0.19153154642006504","2","0.1132416555271043"
"1","86","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","35","0.7000000000000002","0.1","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.9","0","0","true","true","0.15985770615989617","2","0.1132416555271043"
"1","88","1000","1","""HK""","0.22","false","""normal""","1","""constant""","0.30000000000000004","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","15","0.9000000000000001","0.6000000000000001","""normal""","-1","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.30000000000000004","1","9","0.8","true","true","0.32476493622277364","2","0.1132416555271043"
"1","90","1000","1","""HK""","0.22","false","""normal""","1","""constant""","0.30000000000000004","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","15","0.6000000000000001","0.6000000000000001","""normal""","-1","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","1","9","0.8","true","true","0.26064910375814687","2","0.1132416555271043"
"1","92","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","45","-0.09999999999999998","0","""normal""","-0.3999999999999999","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.8","0.4","5","-0.3999999999999999","true","true","0.20326670294910198","2","0.1132416555271043"
"1","94","1000","1","""HK""","0.06999999999999999","false","""normal""","1","""constant""","0.1","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.29999999999999993","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.30000000000000004","1","9","0.7000000000000002","true","true","0.12004449970488325","2","0.1132416555271043"
"1","96","1000","1","""HK""","0.060000000000000005","false","""normal""","1","""constant""","0.2","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","40","0.40000000000000013","0.1","""normal""","-0.09999999999999998","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.30000000000000004","1","8","0.7000000000000002","true","true","0.18171335902442526","2","0.1132416555271043"
"1","98","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","40","0.5","0.1","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.9","0","-0.6","true","true","0.15601290879336652","2","0.1132416555271043"
"1","100","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.2","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","1","9","0.8","true","true","0.15487972463651994","2","0.1132416555271043"
"1","102","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","1","9","0.8","true","true","0.11109004313546342","2","0.11109004313546342"
"1","104","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.30000000000000004","0","""normal""","-0.29999999999999993","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.8","9","0.8","true","true","0.1279665212683796","2","0.11109004313546342"
"1","106","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","40","0.5","0.1","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.9","0","-0.09999999999999998","true","true","0.13793257163799616","2","0.11109004313546342"
"1","108","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","40","0.7000000000000002","0.2","""normal""","0.20000000000000018","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.9","0","0","true","true","0.14666920393140764","2","0.11109004313546342"
"1","110","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.30000000000000004","0","""normal""","0.10000000000000009","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.30000000000000004","1","9","0.8","true","true","0.11121389614619523","2","0.11109004313546342"
"1","112","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.40000000000000013","0","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.9","2","-0.6","true","true","0.14530170445556514","2","0.11109004313546342"
"1","114","1000","1","""HK""","0.02","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","1","9","0.7000000000000002","true","true","0.11553021730910817","2","0.11109004313546342"
"1","116","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","40","0.5","0.4","""normal""","-0.19999999999999996","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.30000000000000004","1","10","0.7000000000000002","true","true","0.11838703996641378","2","0.11109004313546342"
"1","118","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.7","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","9","0.8","true","true","0.1657319022385781","2","0.11109004313546342"
"1","120","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","1","9","1","true","true","0.11495969631001313","2","0.11109004313546342"
"1","122","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","1","9","0.40000000000000013","true","true","0.11043513241415766","2","0.11043513241415766"
"1","124","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","40","0.5","0.1","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.9","0","-0.09999999999999998","true","true","0.15700440667524218","2","0.11043513241415766"
"1","126","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.19999999999999996","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","1","8","1","true","true","0.1681942210451759","2","0.11043513241415766"
"1","128","1000","1","""HK""","0.02","false","""normal""","1","""constant""","0","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","40","0.7000000000000002","0.1","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.1","0.9","0","-0.09999999999999998","true","true","0.1583134422366783","2","0.11043513241415766"
"1","130","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","40","0.6000000000000001","0","""normal""","0.20000000000000018","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.9","0","-0.09999999999999998","true","true","0.15082037711041402","2","0.11043513241415766"
"1","132","1000","1","""HK""","0.01","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.6000000000000001","0","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.30000000000000004","1","9","0.8","true","true","0.11323960179074818","2","0.11043513241415766"
