"BehaviorSpace results (NetLogo 6.3.0)"
"groupFormation_identityPaper_reducedModel.nlogo"
"Step4.3_IndID-hetPar_RS35"
"01/12/2023 11:34:05:665 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","Number_Of_Agents","HK_opinion_distribution?","Use_Present_Opinion?","Boundary_Distribution","Boundary_Mean","Boundary_STD","Conformity_Distribution","Conformity_Mean","Conformity_STD","Use_Identity?","Identity_Type","SPIRO_Distribution","SPIRO_Mean","SPIRO_STD","Identity_Levels","Minimum_SPIRO","Maximum_SPIRO","Proportion_Of_High_Covert_SPIRO","centroid_color?","N_centroids","killing_centroids?","avoid_seed_control?","updating","set-seed?","polar_repeats","Normalize_Distances?","Y-opinion","X-opinion","Number_Of_Opinion_Dimensions","model","max-ticks","Centroids_change","polarisation-each-n-steps","show_dice_rolls?","ESBG_furthest_out","[step]","precision diversity 3","precision extremness 3","ESBG","precision mean [own-boundary] of turtles 3","precision standard-deviation [own-boundary] of turtles 3","precision mean [own-conformity] of turtles 3","precision standard-deviation [own-conformity] of turtles 3","SPIRO_count 0.05","SPIRO_count 0.15","SPIRO_count 0.25","SPIRO_count 0.35","SPIRO_count 0.45","SPIRO_count 0.55","SPIRO_count 0.65","SPIRO_count 0.75","SPIRO_count 0.85","SPIRO_count 0.95","Entropy_11","Fractal_dimension Fractals opinions_1800","Fractal_dimension_R2 Fractals opinions_1800"
"7","35","101","true","false","normal","0.1375","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.503","0.5","0.5","0.138","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"6","35","101","false","false","normal","0.125","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.548","0.502","0.42","0.125","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.444","0.013","0.105"
"5","35","101","true","false","normal","0.125","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.504","0.501","0.501","0.125","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"12","35","101","false","false","normal","0.1625","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.508","0.499","0.444","0.163","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"4","35","101","false","false","normal","0.1125","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.55","0.501","0.419","0.113","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.444","0.013","0.105"
"15","35","101","true","false","normal","0.1875","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.502","0.5","0.5","0.188","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"18","35","101","false","false","normal","0.2","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.511","0.502","0.444","0.2","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"17","35","101","true","false","normal","0.2","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.502","0.5","0.5","0.2","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"25","35","101","true","false","normal","0.25","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.495","0.493","0.493","0.25","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"23","35","101","true","false","normal","0.2375","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.503","0.5","0.5","0.238","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"24","35","101","false","false","normal","0.2375","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.512","0.503","0.447","0.238","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"19","35","101","true","false","normal","0.2125","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.503","0.5","0.5","0.213","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"31","35","101","true","false","normal","0.2875","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.491","0.489","0.489","0.288","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"21","35","101","true","false","normal","0.225","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.502","0.5","0.5","0.225","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"32","35","101","false","false","normal","0.2875","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.504","0.495","0.44","0.288","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"20","35","101","false","false","normal","0.2125","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.511","0.502","0.446","0.213","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"22","35","101","false","false","normal","0.225","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.511","0.502","0.444","0.225","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"27","35","101","true","false","normal","0.2625","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.494","0.492","0.492","0.263","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"26","35","101","false","false","normal","0.25","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.512","0.503","0.447","0.25","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"29","35","101","true","false","normal","0.275","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.492","0.49","0.49","0.275","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"30","35","101","false","false","normal","0.275","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.505","0.497","0.442","0.275","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"28","35","101","false","false","normal","0.2625","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.512","0.503","0.447","0.263","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"47","35","101","true","false","normal","0.3875","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","22","0","0.004","0","0.388","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0","0","NaN"
"45","35","101","true","false","normal","0.375","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","34","0","0.003","0","0.375","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0","0","NaN"
"48","35","101","false","false","normal","0.3875","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","22","0","0.032","0","0.388","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0","0","NaN"
"46","35","101","false","false","normal","0.375","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","36","0","0.035","0","0.375","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0","0","NaN"
"49","35","101","true","false","normal","0.4","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","21","0","0.012","0","0.4","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0","0","NaN"
"50","35","101","false","false","normal","0.4","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","20","0","0.032","0","0.4","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0","0","NaN"
"37","35","101","true","false","normal","0.325","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.488","0.486","0.486","0.325","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"36","35","101","false","false","normal","0.3125","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.503","0.494","0.441","0.313","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"40","35","101","false","false","normal","0.3375","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.501","0.492","0.437","0.338","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"38","35","101","false","false","normal","0.325","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.502","0.494","0.44","0.325","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"33","35","101","true","false","normal","0.3","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.492","0.49","0.49","0.3","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"41","35","101","true","false","normal","0.35","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.487","0.484","0.485","0.35","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"34","35","101","false","false","normal","0.3","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.503","0.495","0.44","0.3","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"35","35","101","true","false","normal","0.3125","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.49","0.488","0.488","0.313","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"39","35","101","true","false","normal","0.3375","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.486","0.483","0.483","0.338","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"43","35","101","true","false","normal","0.3625","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.48","0.477","0.477","0.363","0","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"44","35","101","false","false","normal","0.3625","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.493","0.485","0.432","0.363","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"42","35","101","false","false","normal","0.35","0","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.498","0.49","0.435","0.35","0","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"53","35","101","true","false","normal","0.1125","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.523","0.518","0.514","0.113","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.309","0.024","0.189"
"51","35","101","true","false","normal","0.1","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.521","0.515","0.509","0.1","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.33","0.038","0.231"
"52","35","101","false","false","normal","0.1","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.489","0.443","0.372","0.099","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.445","0.013","0.105"
"54","35","101","false","false","normal","0.1125","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.535","0.489","0.406","0.111","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.444","0.013","0.105"
"56","35","101","false","false","normal","0.125","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.543","0.498","0.413","0.124","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.444","0.013","0.105"
"55","35","101","true","false","normal","0.125","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.52","0.517","0.517","0.125","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"60","35","101","false","false","normal","0.15","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.505","0.497","0.441","0.149","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"62","35","101","false","false","normal","0.1625","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.508","0.499","0.442","0.161","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"57","35","101","true","false","normal","0.1375","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.517","0.514","0.514","0.138","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"58","35","101","false","false","normal","0.1375","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.539","0.496","0.411","0.136","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.444","0.013","0.105"
"59","35","101","true","false","normal","0.15","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.513","0.51","0.511","0.15","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"61","35","101","true","false","normal","0.1625","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.512","0.509","0.509","0.163","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"66","35","101","false","false","normal","0.1875","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.509","0.501","0.444","0.186","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"65","35","101","true","false","normal","0.1875","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.51","0.507","0.507","0.188","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"64","35","101","false","false","normal","0.175","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.508","0.499","0.442","0.174","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"63","35","101","true","false","normal","0.175","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.512","0.509","0.509","0.175","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"68","35","101","false","false","normal","0.2","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.508","0.499","0.442","0.199","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"67","35","101","true","false","normal","0.2","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.511","0.508","0.508","0.2","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"69","35","101","true","false","normal","0.2125","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.509","0.506","0.506","0.213","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"70","35","101","false","false","normal","0.2125","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.508","0.499","0.443","0.211","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"73","35","101","true","false","normal","0.2375","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.509","0.506","0.506","0.238","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"72","35","101","false","false","normal","0.225","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.51","0.501","0.446","0.224","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"75","35","101","true","false","normal","0.25","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.507","0.504","0.505","0.25","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"71","35","101","true","false","normal","0.225","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.507","0.505","0.505","0.225","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"76","35","101","false","false","normal","0.25","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.51","0.501","0.446","0.249","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"74","35","101","false","false","normal","0.2375","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.51","0.501","0.446","0.236","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
"77","35","101","true","false","normal","0.2625","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.496","0.494","0.494","0.263","0.027","0.806","0.1","0","0","101","0","0","0","0","0","0","0","0.289","0","0.906"
"82","35","101","false","false","normal","0.2875","0.025","normal","0.8","0.1","true","individual","normal","0.25","0","10","0.05","0.95","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","0.501","0.493","0.438","0.286","0.026","0.792","0.095","0","0","101","0","0","0","0","0","0","0","0.287","0","0.906"
